Source IP,Destination IP,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,RST Flag Count,Label
192.168.1.7,192.168.1.11,UDP,529265.5959714332,18,8,1060.3596817242606,1478.4270516172523,175.3253301312012,160.00812208808654,2656.338125070288,25.74877726527445,4,9,0,BENIGN
192.168.1.42,192.168.1.15,TCP,493229.39292307326,17,13,1741.445729542831,1398.0751969244284,39.65186101282997,189.82904740611463,2870.6036535145818,5.4804134097447115,3,13,0,BENIGN
192.168.1.42,192.168.1.22,TCP,222936.56211195455,8,9,1024.3587882169659,734.082600507174,156.86842011425108,144.87828208517655,2323.6951531095883,8.560327978987095,2,9,1,BENIGN
192.168.1.5,192.168.1.17,UDP,539305.3718111572,18,11,549.0880283347288,2098.3450906497674,118.0381420549799,182.66925890956742,2641.8662891941317,23.18434078366141,1,9,0,BENIGN
192.168.1.27,192.168.1.49,UDP,25608.72679030363,165,3,283.1187978210323,62.75955495866795,35.38639476942978,0.0,58529.17793208963,314.3050702725751,44,2,23,Botnet
192.168.1.55,192.168.1.40,ICMP,470749.34335183713,12,14,1443.6311589224517,1519.9700714660537,102.03709470429894,153.67549709273106,3770.336468750204,4.994592790314995,1,5,0,BENIGN
192.168.1.16,192.168.1.41,ICMP,22501.59451543678,154,1,59.2675426925789,10.317777824813362,53.220037209242044,35.481459294579274,32873.787063104115,155.812802003144,35,3,12,DDoS
192.168.1.46,192.168.1.31,TCP,870771.3614083205,10,11,900.6497165851279,712.2383358382544,94.45659091945231,166.70414579078763,4084.8666629534346,11.598439014050447,2,9,1,BENIGN
192.168.1.40,192.168.1.8,ICMP,22088.056709328343,162,1,194.9357016847963,145.0343754982086,59.36509111569409,41.87548398173008,32619.85542127685,320.2624334488297,35,0,20,DoS
192.168.1.5,192.168.1.34,ICMP,606672.5235401787,16,10,730.7163400893938,1857.8952482764835,82.36177280400199,160.14566254914936,3229.9517555458892,24.146323531232692,1,10,0,BENIGN
192.168.1.8,192.168.1.39,ICMP,486489.17062870925,9,8,1461.0752382082087,1240.3385790326581,75.0566741781855,140.89351470208157,2795.4272771710366,7.544742492926487,0,7,0,BENIGN
192.168.1.25,192.168.1.32,ICMP,299590.73674168915,10,14,2057.217965250819,1615.399939500285,105.65917404981343,180.9481781362796,2294.0981142819255,6.906274884141887,4,10,0,BENIGN
192.168.1.6,192.168.1.14,ICMP,20725.079815150577,175,2,405.20357269752407,27.902608867687533,36.36150969380673,28.416875743819,30712.925124927537,274.32858821650836,32,2,22,DDoS
192.168.1.7,192.168.1.46,ICMP,260341.74231886378,15,7,1039.95833613478,636.4270360992555,156.93141677876324,127.3516702322941,4522.590816931932,16.785010498054255,1,6,0,BENIGN
192.168.1.54,192.168.1.34,TCP,221391.9749427628,9,8,2086.7112137989584,1487.4316883055328,97.52227502174544,139.71690610587817,3728.9615687239675,20.6219258769295,0,6,0,BENIGN
192.168.1.9,192.168.1.22,ICMP,648614.2601851784,14,13,1782.6093017863664,808.20185128352,133.36047427173352,99.69039912193104,4325.724278202531,17.806257944131147,0,11,0,BENIGN
192.168.1.15,192.168.1.15,UDP,421069.1541808797,9,9,1536.4199707854434,1735.694009278341,120.26916477388853,109.23786966669957,1734.4097548642494,29.988186143856502,0,8,0,BENIGN
192.168.1.35,192.168.1.33,TCP,29178.974103266286,152,0,575.6498781688306,161.77515191751735,51.010551011698055,37.12982007416087,44206.593897336934,287.1782215560192,40,0,8,DoS
192.168.1.13,192.168.1.21,ICMP,14308.125166679705,152,1,457.46778988121935,69.161915999106,54.38837426791471,53.4503377101625,49394.380328900705,607.9907650219538,42,1,10,DDoS
192.168.1.18,192.168.1.3,UDP,558395.8086656615,17,10,1071.0380323384557,1649.4796786358943,130.46362142698055,211.69217189946107,3670.478079441919,16.6372484066219,1,7,0,BENIGN
192.168.1.12,192.168.1.17,TCP,496205.8601652571,17,13,1806.814590281152,2073.328654962117,89.91358343234656,172.16062664053192,3883.5156755975495,21.60205848875104,0,8,1,BENIGN
192.168.1.39,192.168.1.49,ICMP,440750.4093052738,6,11,1541.7850718618174,470.311455697019,103.51994779501398,138.08969867302199,2931.6119932346287,24.376553730578312,1,4,0,BENIGN
192.168.1.15,192.168.1.21,ICMP,501713.9083340989,14,4,1432.6798163447856,2494.146966162043,58.29210581408353,161.3517262514338,4109.0669816887585,18.296030622337113,2,5,0,BENIGN
192.168.1.27,192.168.1.43,UDP,398408.8723986083,8,16,1731.0488521957272,1596.1129434609895,136.6576784802452,127.34166345672483,487.7124997065589,16.170762728733642,2,11,0,BENIGN
192.168.1.48,192.168.1.24,UDP,494412.61211718095,21,14,841.3345187343899,1505.0323368240734,103.272509777308,191.7395468239033,2584.474365817485,30.23128895878436,1,11,0,BENIGN
192.168.1.56,192.168.1.37,ICMP,379778.0898885464,15,10,1090.780175198278,1905.6184835373786,103.72862907558927,248.289316637766,562.5468708732255,33.29323169682528,0,9,0,BENIGN
192.168.1.23,192.168.1.6,ICMP,415154.18774674414,10,10,2078.198495290415,1297.372143290032,97.73886777764528,161.9650274569345,3393.726194971141,26.09048791471632,0,11,0,BENIGN
192.168.1.59,192.168.1.48,TCP,573182.501302935,16,8,1488.6039573556882,1525.6944765112,115.80647831178294,135.12511638436325,2615.5220376560146,24.479410280020478,1,11,0,BENIGN
192.168.1.9,192.168.1.3,UDP,507340.75890621677,10,10,1005.1260479246181,1338.0304418110725,36.22062402945932,131.9998151856542,3559.1733172308136,7.968893166602378,0,10,0,BENIGN
192.168.1.36,192.168.1.58,ICMP,627984.8994303613,12,7,1640.0443083235732,1730.5209815901014,90.96046846501942,167.8306588122638,3201.148811945511,7.761024244826233,1,9,0,BENIGN
192.168.1.37,192.168.1.4,ICMP,428250.08577509073,14,5,1054.8079120603168,1486.1316073930811,114.25572061080733,159.6544774224963,1235.04834379959,31.027368511551863,2,9,1,BENIGN
192.168.1.2,192.168.1.25,ICMP,119535.49925779918,10,16,616.3273846359446,1769.4822830985818,148.95294725119334,196.5880209597539,3518.677225680705,18.360127057083808,1,6,0,BENIGN
192.168.1.38,192.168.1.24,TCP,350296.46100591833,9,13,1167.5852248094118,1799.3069894977411,133.60321957565668,134.05198494756732,1425.630542134246,12.295048610567788,0,10,0,BENIGN
192.168.1.54,192.168.1.5,UDP,543771.9151139465,12,9,802.029497005098,1382.9985021355192,143.95373700901547,152.9408633082993,584.7861172549497,21.384295065840092,0,8,1,BENIGN
192.168.1.21,192.168.1.48,TCP,337019.7460648562,10,9,1073.275379837057,1283.28440319838,95.86742545083693,127.48448672731085,2543.692970397296,28.31492702584997,1,9,0,BENIGN
192.168.1.53,192.168.1.23,ICMP,307896.91229883995,8,19,1644.804398635703,1959.2611529970723,27.633707528314233,196.84437132781045,2404.1713410935536,4.830545871151626,1,6,0,BENIGN
192.168.1.18,192.168.1.35,TCP,490125.6816989116,11,11,960.47838906615,1374.5325577493816,65.82871374914536,119.31561582925497,2259.6962938225615,15.730183242221923,3,11,0,BENIGN
192.168.1.17,192.168.1.56,TCP,538128.6014836486,14,7,1051.3386420979116,1126.1454802361814,123.75187875446692,180.6787894491983,2015.600270756644,46.761768494006326,2,7,0,BENIGN
192.168.1.15,192.168.1.49,TCP,31014.258818223803,160,3,506.24258912484095,78.16622544478882,42.960775414112355,27.696198402180084,68336.20395956672,624.6117025301417,31,2,16,DDoS
192.168.1.22,192.168.1.5,TCP,731667.4217178009,18,12,1463.3486150186357,1802.775175338512,145.1823971945506,133.61450652392094,3408.887803088745,16.797836465019856,1,7,0,BENIGN
192.168.1.42,192.168.1.11,TCP,104258.28855633369,11,11,1655.6180653241743,1737.8816400868552,114.14860162009722,145.1501018909551,3428.737605491292,10.707906133548713,1,6,0,BENIGN
192.168.1.27,192.168.1.20,ICMP,30382.73482458554,149,0,327.29642896363487,98.7448784472034,44.74869202665627,32.79639763228625,58145.92575086975,447.5826891535359,32,1,19,PortScan
192.168.1.16,192.168.1.22,TCP,13801.287945546977,165,4,605.0574355290547,143.54805467963854,29.434015810656902,8.657048795986181,26872.298261939908,381.23304348457003,41,1,9,Botnet
192.168.1.56,192.168.1.28,ICMP,17109.680629592076,157,0,515.7415585636113,129.69791462609692,36.74459686658287,48.8760304491223,60403.826876285835,267.6671016466356,35,1,14,PortScan
192.168.1.34,192.168.1.36,UDP,525550.8156210182,14,11,1508.2933395434277,552.5910488152338,75.23297795485838,168.82981455166433,2250.027081298294,27.812503269523717,0,6,0,BENIGN
192.168.1.28,192.168.1.30,TCP,213780.43801620998,9,16,1187.749784802283,264.4169005138831,84.89857086661003,148.22894101615955,2548.884439620241,16.675421029489737,0,21,0,BENIGN
192.168.1.5,192.168.1.43,TCP,603030.0442002284,16,14,1386.0339225409862,1923.3467787109998,102.87673293099236,211.37810227654305,4114.726614730987,18.927207603988474,0,8,0,BENIGN
192.168.1.14,192.168.1.10,ICMP,551724.7564215569,5,17,1210.4099544095632,1520.581067605351,101.50339324646268,178.58711381643263,3894.0061033687425,32.924235513201936,1,7,0,BENIGN
192.168.1.41,192.168.1.34,ICMP,24164.45056621584,163,5,437.4466993340108,63.17590981721909,53.231158514133654,24.058985323979638,30115.945106079416,23.48850424037437,35,1,20,Bruteforce
192.168.1.41,192.168.1.6,ICMP,558579.5894479275,6,15,539.7818469768438,1349.0774227736695,123.84474823232676,107.53621541782155,3576.3976534504004,22.575154382554118,0,6,0,BENIGN
192.168.1.7,192.168.1.33,UDP,326877.6596619608,11,9,1434.1369725753889,1075.0214134413281,73.91454444795319,170.90744120060455,4432.242790470033,19.743297608759615,2,8,0,BENIGN
192.168.1.4,192.168.1.44,ICMP,8465.004857909216,147,0,398.04910074582693,106.86818787485863,37.77744297491788,52.38246629906063,16302.867528207673,385.27701802631924,50,2,18,Botnet
192.168.1.2,192.168.1.44,ICMP,21667.052062643786,163,2,696.9353469483367,84.75208167856243,12.28375007130781,12.369295596600097,36214.20529806957,579.7180887761557,39,1,15,Botnet
192.168.1.22,192.168.1.43,TCP,18241.553124268146,146,2,252.36479795994984,114.09379634550817,31.346000438919248,34.82320648444953,45050.64109006117,484.205262450104,48,2,11,Botnet
192.168.1.39,192.168.1.39,UDP,17757.67894004404,159,4,652.3232723919363,91.62486575677148,54.327783760707085,13.695074749813312,52734.49311537001,606.200038941168,37,1,19,Bruteforce
192.168.1.39,192.168.1.7,UDP,504536.9847283931,12,6,1373.430489082713,1562.1644111752958,66.98197921634632,154.74355921927193,3449.7266597387443,16.121484789435296,0,8,0,BENIGN
192.168.1.54,192.168.1.55,TCP,23525.031145964505,148,3,474.91249940073334,63.49849864226832,18.47216175428071,28.021569282444425,48110.54410649407,425.09244034563176,39,1,12,DDoS
192.168.1.16,192.168.1.22,TCP,216208.06200321345,13,12,403.93989200224553,699.7360463714646,60.21567584815102,167.7378144652016,3203.94406981674,14.760520551975969,0,15,1,BENIGN
192.168.1.55,192.168.1.53,UDP,387499.73956272326,10,12,912.9715258626427,2196.965709614527,150.97675771594464,154.07314622408072,2617.6079006700843,28.5257544195322,0,8,1,BENIGN
192.168.1.8,192.168.1.35,ICMP,356474.49306805304,18,17,1618.879553354489,1105.8079822542645,86.39776242907641,158.67655035854239,2382.822922781188,22.37210616481318,1,7,0,BENIGN
192.168.1.46,192.168.1.2,TCP,402021.06406562706,17,13,1047.645605810825,2253.5158420052658,93.16832376587868,186.86105868518257,2854.6296333176238,14.133938104304049,1,4,0,BENIGN
192.168.1.32,192.168.1.42,UDP,299242.6383014233,12,16,1338.1152943941515,1297.7298643331205,110.6566481559255,131.86162473167076,3880.680012816698,20.47862634121865,2,15,1,BENIGN
192.168.1.36,192.168.1.34,TCP,715102.7427109284,19,14,1597.9978073235156,1431.6596974488805,109.93070752718194,168.35330280138754,2021.1360672948924,11.913823921347776,1,6,0,BENIGN
192.168.1.50,192.168.1.27,ICMP,463381.5842371072,12,8,1031.3678574382388,1991.4427289961359,103.46640421131801,121.61480499077828,3628.2099692764573,29.330839042195898,0,5,0,BENIGN
192.168.1.8,192.168.1.45,ICMP,785759.0321096706,25,7,1055.1782463956738,1520.5502229848548,86.78574269858727,135.63434819936714,3116.49831941273,15.063479421066791,1,11,0,BENIGN
192.168.1.34,192.168.1.8,UDP,15909.173013315403,166,0,347.35390817877726,91.99424135354884,30.166518680258374,25.1871771528284,42140.12332582045,136.84114692236238,45,1,9,PortScan
192.168.1.41,192.168.1.43,ICMP,326547.85096020007,6,7,1913.428888955585,1145.507538211378,63.81461314895607,166.0966298796014,2808.4050956244737,23.243496798552272,0,5,0,BENIGN
192.168.1.6,192.168.1.2,ICMP,192474.1848453466,11,11,1506.9193094826867,2175.5306854100654,135.45818444011422,134.86788251268715,2529.8265676726496,23.954502928278973,0,11,0,BENIGN
192.168.1.33,192.168.1.58,UDP,575457.3002565297,13,7,2088.556822690734,1520.2722663887441,118.16262375694734,144.78937612873722,2630.7792043759005,13.320391637441876,2,6,0,BENIGN
192.168.1.4,192.168.1.39,UDP,738532.8208432669,12,12,1599.7657732497032,1670.6722191419462,126.98723784078136,149.37382897249793,976.8267596439571,26.164338803012257,1,11,0,BENIGN
192.168.1.11,192.168.1.55,UDP,644919.4521506159,11,6,1467.347679520643,1528.3401176868344,100.75882618925523,86.64849050474223,3526.827445341223,30.397260250156283,0,13,0,BENIGN
192.168.1.5,192.168.1.16,ICMP,353782.638672702,7,14,920.5355169391398,1683.289325868663,50.9896840783869,187.76924356461734,4323.162675909561,35.18275757768306,0,8,1,BENIGN
192.168.1.45,192.168.1.21,ICMP,809044.7255786117,7,9,1096.109240449772,1732.711537119534,119.15383499038677,166.5835229963456,3455.546526020569,4.307647908929567,1,11,0,BENIGN
192.168.1.40,192.168.1.48,ICMP,882399.1928910504,13,14,1363.6056187879985,1336.9361394100129,132.41990116956526,124.97526720182103,4034.4378398462886,13.582997189474025,0,11,0,BENIGN
192.168.1.12,192.168.1.55,UDP,21458.8242708249,185,3,224.78760525589178,83.68239828115698,45.71162253070749,44.211886982101795,67628.90763276744,521.8569765565702,31,3,21,Bruteforce
192.168.1.46,192.168.1.45,ICMP,738114.3992211721,19,12,1129.634546092434,1883.2494548753727,122.87963992045437,173.43116417581382,3834.8548072796893,17.780730016594216,0,6,0,BENIGN
192.168.1.35,192.168.1.47,TCP,298946.5687968194,11,11,1395.3157268549594,1204.346507939721,104.69476889773,183.74895907304983,4598.693972716215,11.33813576130241,1,7,0,BENIGN
192.168.1.34,192.168.1.27,UDP,819270.4598652746,13,12,1454.7871546963622,2287.2063634063993,97.778231016405,195.21093338778388,1814.837467653517,2.1298979830194753,0,8,0,BENIGN
192.168.1.9,192.168.1.46,UDP,507461.0998166898,10,9,1204.6520820611008,1813.8728233943175,34.31142133777159,185.7526527189006,3828.4605807878584,15.110751653932253,1,6,0,BENIGN
192.168.1.13,192.168.1.6,UDP,420353.5243166428,11,11,1272.010529139047,965.4908037096727,93.46974094101607,152.51616984424214,3344.9084179055403,30.975534255239424,0,9,0,BENIGN
192.168.1.10,192.168.1.46,TCP,9246.43432261129,156,2,533.3257546030603,82.83738019242456,38.851547646895995,10.135658457771239,76933.97414947962,442.8645852997546,47,2,17,DoS
192.168.1.53,192.168.1.59,UDP,712600.0075151527,15,11,747.530286998031,1222.7297085704195,90.9285360541558,205.67871342892403,2361.594252345187,21.91929603923761,1,13,0,BENIGN
192.168.1.37,192.168.1.22,UDP,367570.1728178599,16,11,920.8652038106809,966.7305271370428,75.74360548941621,105.88989214844196,3664.1666436449646,25.663160051823493,1,13,0,BENIGN
192.168.1.40,192.168.1.42,ICMP,206211.28394044534,16,9,1001.0851363036458,1502.270606995269,127.40779885948683,144.1305914383022,2399.761969859011,26.789204447324707,0,3,0,BENIGN
192.168.1.49,192.168.1.33,UDP,360651.6249304131,14,13,877.85188566228,1684.1128287654446,101.12436542209177,170.3935605590379,2842.2455165720917,18.698078056133305,2,8,0,BENIGN
192.168.1.6,192.168.1.59,ICMP,17377.107045128305,144,0,454.2678389417174,86.24878332566384,47.34730132042519,37.253299138334874,53838.75652925326,344.0430376491082,31,1,18,DoS
192.168.1.25,192.168.1.51,TCP,283629.972373151,8,6,759.9598998307376,1784.044686861052,108.35440965143806,203.830312421375,2226.9278607664523,17.73097627949646,0,5,0,BENIGN
192.168.1.18,192.168.1.53,ICMP,497152.6100478707,13,14,1345.953861556487,867.9035819875345,107.0455355823532,119.25451280780322,2743.6761840166405,27.344846922501112,2,9,1,BENIGN
192.168.1.34,192.168.1.20,UDP,352392.7215471222,13,11,574.7908786494519,1451.243787074565,111.78323376307877,131.31432757491388,2290.6579704407914,10.461255617467065,0,5,0,BENIGN
192.168.1.29,192.168.1.28,ICMP,422329.9995953044,13,15,265.4728370560159,2224.515537809316,87.43956459484596,103.76749834448081,2971.466590132514,21.86523894323653,2,6,0,BENIGN
192.168.1.23,192.168.1.37,TCP,19995.469592313555,150,1,453.7089631303422,109.91378081813653,42.646292808910694,14.210442009851114,72021.33730028576,386.604339634933,43,2,19,DDoS
192.168.1.49,192.168.1.9,ICMP,699016.1900682189,12,5,1098.4721535915403,1879.4450658920287,137.96258649538913,101.3046758106008,2047.0541971846892,12.007942585816824,2,13,0,BENIGN
192.168.1.11,192.168.1.40,ICMP,25581.2950869324,148,1,408.82571878335233,100.04882033394641,10.0,0.37569336770000206,47819.19857701097,587.2513516423505,47,2,23,DoS
192.168.1.24,192.168.1.42,UDP,249939.06312150048,12,11,722.0662110809064,2573.0762835032765,99.0169520085398,115.76449268668185,2971.3378063435766,19.310248780731268,1,4,0,BENIGN
192.168.1.43,192.168.1.47,ICMP,5767.3711401168075,165,2,170.92107265973235,100.43144222567736,28.98479611360731,23.978404130643487,2701.4476190322675,501.49216409360344,49,4,14,DDoS
192.168.1.34,192.168.1.39,TCP,490847.3973457388,19,13,1112.744453889096,1607.8721935373796,29.197974267907895,178.68639553712777,2942.3504940786074,10.658782435190105,0,6,0,BENIGN
192.168.1.6,192.168.1.38,UDP,337308.4066345643,10,8,1618.105384516938,1247.6129708041776,84.24651695479575,112.09727735348216,3135.5817604163667,12.910457707441559,0,11,1,BENIGN
192.168.1.44,192.168.1.6,UDP,567472.2989834801,17,8,1480.4508272482803,1238.8748293337417,121.70552630027207,187.76219131134434,3031.2563478811912,13.228490557011737,2,12,1,BENIGN
192.168.1.35,192.168.1.16,ICMP,488978.2007614399,13,13,1092.4532284368304,889.8534463643297,86.4852033131474,150.3375470604081,2478.3083989374245,26.251025362609013,0,5,0,BENIGN
192.168.1.48,192.168.1.47,UDP,11413.73015459798,154,2,339.6288536777865,54.20967953795372,38.34234918199599,43.49818991856583,29887.53628744105,225.0470164221079,34,1,15,Bruteforce
192.168.1.28,192.168.1.24,ICMP,33750.742699544135,147,0,249.47933809762762,35.135568133834106,29.50975388879813,16.202496969108708,72832.67403916008,146.39144783255887,34,2,15,DDoS
192.168.1.26,192.168.1.37,ICMP,22075.252610807416,152,2,430.0379098735357,73.25193800583028,69.13878700167086,8.23266612209649,46266.58507239584,143.69236012322563,50,1,13,PortScan
192.168.1.43,192.168.1.59,UDP,13996.896912104534,163,2,486.1953379581689,50.09038579885859,34.86089159188185,8.935168371232894,49388.49229916445,513.3377792779686,45,2,10,Bruteforce
192.168.1.12,192.168.1.40,TCP,657390.2523328715,14,10,973.4694020207772,1428.490949955772,24.052422256889756,92.85671958632322,2540.888984827879,19.900653383171605,1,12,0,BENIGN
192.168.1.50,192.168.1.3,TCP,481105.93511795014,8,10,1128.769144160874,952.0607960741684,95.79201917015534,238.03076221108125,2863.8638105418163,27.884243391519092,1,8,0,BENIGN
192.168.1.59,192.168.1.34,ICMP,163894.36085030827,13,10,993.5016583855413,1627.5386330370413,124.91906625996026,83.78744220251811,3084.5227347679415,5.099313310274326,0,5,0,BENIGN
192.168.1.5,192.168.1.35,UDP,494798.1124972115,12,13,1118.0215652189625,2084.644295536984,71.30030688131221,151.78147696881481,4458.7822684477605,17.23851631523276,0,12,0,BENIGN
192.168.1.18,192.168.1.42,UDP,20396.065360219825,167,0,376.4158803219661,68.17378686745859,63.91551211738449,40.09221747757438,49333.65026297714,222.58205913219686,39,1,22,DoS
192.168.1.57,192.168.1.35,TCP,16887.29488327625,151,0,84.88235900190267,74.74905890794071,42.06858383746474,2.27751336033635,19799.515426325623,512.1649309444434,40,0,17,PortScan
192.168.1.15,192.168.1.54,ICMP,472817.0260541781,17,12,1111.3398667224692,65.62862418336817,80.15601204403401,162.91185657175438,4053.3468210466112,14.87232631564548,2,10,0,BENIGN
192.168.1.10,192.168.1.44,ICMP,6871.2205796477665,166,2,447.90922333148035,72.5359831849173,22.40255015782661,41.90305390351709,50811.82513197736,343.16117023838353,46,1,21,PortScan
192.168.1.15,192.168.1.31,TCP,33494.2188923813,161,2,562.653742564549,113.0313834164835,44.51322027464907,25.36443943339192,87785.5783480717,358.37072309301215,32,1,13,Bruteforce
192.168.1.4,192.168.1.37,TCP,659163.5386403869,16,10,1170.5953847379699,1233.0951326187276,83.57240632825123,74.76769197069537,997.2970028161408,24.65725988113064,1,8,0,BENIGN
192.168.1.13,192.168.1.55,UDP,630623.4155549959,22,11,1246.099517482734,1451.090255194532,88.2734045199758,115.29893999960177,1700.595642778604,21.809743290701977,2,6,0,BENIGN
192.168.1.36,192.168.1.52,TCP,537778.1622942508,15,14,1392.0980160437946,1462.1486303228214,208.81012616418744,131.21219465049413,3847.547691314601,24.36054486754263,1,9,0,BENIGN
192.168.1.35,192.168.1.16,TCP,14516.416102359322,162,3,273.4170512356782,123.57804405724107,33.34754242285979,13.432255014830353,24669.986893618163,100.82143593994408,38,5,16,PortScan
192.168.1.47,192.168.1.9,TCP,34173.727595677075,178,2,585.3411901701993,142.29789369808265,29.89522037004936,28.619225689373287,46507.95602134174,460.6456035022266,60,1,14,DoS
192.168.1.23,192.168.1.51,ICMP,557308.6361693749,18,14,1512.8524472515055,720.6328746967357,90.54973921652442,109.44086779368808,2260.131516751134,16.446079387934105,0,10,0,BENIGN
192.168.1.55,192.168.1.30,ICMP,423433.87266390806,13,7,828.780299919611,2110.7167712999653,133.698851307224,135.986595714593,3492.028949941123,25.393314918549684,0,4,0,BENIGN
192.168.1.8,192.168.1.41,ICMP,618326.8569728411,13,6,456.6663268444762,1311.1134174550186,117.95586749025912,145.58648670290177,3569.504567867708,22.29512390480081,0,6,0,BENIGN
192.168.1.39,192.168.1.32,UDP,530508.2360929915,11,11,668.2946517157267,2316.851173917361,124.4481528671118,145.4159893304616,2223.6291386809717,16.03599604732958,0,9,0,BENIGN
192.168.1.21,192.168.1.45,UDP,411016.9722694461,16,13,744.071102091528,1895.9995007840166,115.64624040753661,154.84261823744362,2326.5894811916587,22.589028870487496,0,11,0,BENIGN
192.168.1.5,192.168.1.26,UDP,331404.2356355849,14,11,1275.984590985291,1241.1669533328266,94.20384879330025,237.8756858382182,3533.7178659727538,1.0,2,12,1,BENIGN
192.168.1.38,192.168.1.33,UDP,339983.11436639004,9,12,1288.5475754953914,1895.885041098269,150.70869167986052,122.705937440691,3069.4884228305377,25.73453216565377,0,9,0,BENIGN
192.168.1.55,192.168.1.42,UDP,249794.8100166355,19,14,909.2090278524913,1638.1580990204604,107.39948611640312,106.39984861549675,2029.0897843584107,10.076022052956981,1,7,0,BENIGN
192.168.1.54,192.168.1.48,ICMP,416814.1391539329,14,10,946.38275916056,1709.047777964796,109.78221220137898,158.2885226843448,4092.3281208757044,25.88156260923199,1,14,0,BENIGN
192.168.1.9,192.168.1.39,UDP,548462.4886906851,19,5,1164.2326207427643,1426.002104732083,107.42120665967404,160.80190544822622,3073.4546787580316,29.183099987984853,1,12,0,BENIGN
192.168.1.18,192.168.1.29,ICMP,549731.2542700539,10,13,1828.9805670032977,1151.9678333398792,131.04492156836986,107.75628392297514,3663.597961368612,11.107339608024672,0,5,0,BENIGN
192.168.1.40,192.168.1.50,UDP,457052.98898197786,11,11,837.189689977183,1759.0115041720237,97.71060207105909,206.61871246818558,2644.429909954865,16.151879142227234,1,4,0,BENIGN
192.168.1.3,192.168.1.50,UDP,309936.73953050363,16,11,810.4217313785649,1365.7386419506959,93.60322033270305,94.81384625680876,4315.367045835042,22.400903295787007,1,8,1,BENIGN
192.168.1.7,192.168.1.56,ICMP,540010.4251964962,7,8,1459.936245052642,1450.904468607103,75.91669542668764,139.42278714871992,5772.226941112134,10.220797737918105,0,11,0,BENIGN
192.168.1.52,192.168.1.14,UDP,14605.553151001328,155,2,434.3781564334119,63.08339858986993,39.49419756604475,13.174486809537981,24296.735327709102,480.95619596719905,29,1,13,Bruteforce
192.168.1.45,192.168.1.17,TCP,232740.12513483496,10,10,878.114852351235,1833.4018482325996,33.76344221523249,150.77516116411016,3195.9719987431604,33.249122984096864,1,10,0,BENIGN
192.168.1.14,192.168.1.18,TCP,23274.24401250039,154,3,397.7734434293665,30.28574932248827,49.276896364181205,26.114064579830195,40871.516024148885,735.4274741830181,51,2,14,Bruteforce
192.168.1.27,192.168.1.21,TCP,624306.7109193462,18,7,1648.380122319895,1551.3637517266047,126.51698763855228,180.88966485964937,3555.05370857713,30.02891676459904,1,5,0,BENIGN
192.168.1.16,192.168.1.17,ICMP,379321.00546627794,16,11,1144.6826377305665,1269.6191217390437,76.54214494531364,197.52352697540522,2157.473768842956,21.284258267819872,1,10,0,BENIGN
192.168.1.47,192.168.1.43,TCP,25719.495938755957,139,1,272.9924367603086,44.14963186002013,35.67592398658072,9.397865931651573,32906.29554363426,160.6110600912323,41,2,15,DDoS
192.168.1.18,192.168.1.49,ICMP,459646.1253160022,12,11,1333.4026730320315,1230.704891377547,104.10396704792213,214.2429130671027,3516.4512983196664,1.0,1,3,0,BENIGN
192.168.1.46,192.168.1.57,TCP,275740.87546591926,16,11,1385.043436050289,934.9047628503231,148.26370648072876,126.24036303781178,3734.5493634811555,20.790058670710923,2,5,0,BENIGN
192.168.1.15,192.168.1.26,UDP,427265.0010831747,21,14,538.4222532365111,1659.4518749924223,86.65815651332403,192.43257263826408,3840.3050745910296,27.78729529282209,1,12,0,BENIGN
192.168.1.3,192.168.1.36,ICMP,451060.699246544,17,11,1289.0511713736507,902.9770179856196,85.72781699245184,134.6584290582174,1862.8184480980972,10.974753600801682,2,8,0,BENIGN
192.168.1.36,192.168.1.28,ICMP,454519.7574934254,16,10,968.6770173885683,887.1785046685764,66.79847304871706,187.74375327099534,3925.76139611951,15.07981770607225,0,3,0,BENIGN
192.168.1.57,192.168.1.24,ICMP,485916.2260222452,14,7,1425.70357468764,1827.2024236327236,62.87026000899022,181.33096688740557,4382.74886396701,17.778170087944268,1,3,0,BENIGN
192.168.1.45,192.168.1.48,UDP,584509.825649412,7,13,1954.0395640754405,963.4155432257837,93.748157892438,125.77974362389739,3031.2852171601357,15.614038474689156,2,5,0,BENIGN
192.168.1.56,192.168.1.15,UDP,27349.414178279287,178,1,527.1131687809501,58.52546400850067,35.018317739582116,0.0,49974.96286764727,584.7614258975383,38,4,6,DDoS
192.168.1.12,192.168.1.47,ICMP,338362.5128594431,13,6,1282.0452510516654,1375.1125985306455,40.828536256950095,143.8855363594961,3488.8624524124975,25.40725817195824,2,9,0,BENIGN
192.168.1.41,192.168.1.56,TCP,12749.98036893645,140,2,153.69807580369903,39.10639244749333,26.729944658981807,12.998228909877092,46236.09584509591,563.6962437923796,42,3,14,DDoS
192.168.1.36,192.168.1.5,TCP,534732.0237917481,13,10,532.3272647311311,1418.3048663315499,103.89020265531704,163.20058468551304,4958.316131980201,22.689298580939354,0,6,0,BENIGN
